,name
0,open
1,mmap2
2,mmap2
3,mprotect
4,readlink
5,mmap2
6,mmap2
7,mprotect
8,mmap2
9,mprotect
10,mmap2
11,mprotect
12,mmap2
13,mprotect
14,mmap2
15,mmap2
16,close
17,munmap
18,arch_prctl
19,set_tid_address
20,brk
21,brk
22,open
23,read
24,brk
25,mmap2
26,mprotect
27,brk
28,readlink
29,open
30,open
31,open
32,brk
33,open
34,fstat
35,mmap2
36,close
37,ioctl
38,writev
39,close
40,exit_group
