,name
0,open
1,mmap2
2,mmap2
3,mprotect
4,readlink
5,mmap2
6,mmap2
7,mprotect
8,mmap2
9,mprotect
10,mmap2
11,mprotect
12,mmap2
13,mprotect
14,mmap2
15,mmap2
16,close
17,munmap
18,arch_prctl
19,set_tid_address
20,exit_group
