,support,itemsets
799,0.08974358974358974,"frozenset({'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv', '3fac250cf6bdb0bf5b1707a970bd233e86dabc0765fede8238d761fb0f27c3da.out_converted.csv'})"
800,0.09544159544159544,"frozenset({'00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
801,0.09401709401709402,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
802,0.08974358974358974,"frozenset({'00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
803,0.10113960113960115,"frozenset({'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
804,0.09116809116809117,"frozenset({'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
805,0.09401709401709402,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
806,0.08547008547008547,"frozenset({'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
807,0.09544159544159544,"frozenset({'00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
808,0.08547008547008547,"frozenset({'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
809,0.08404558404558404,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
810,0.09401709401709402,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
811,0.08404558404558404,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', 'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
812,0.08974358974358974,"frozenset({'00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
813,0.08974358974358974,"frozenset({'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
814,0.09116809116809117,"frozenset({'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv', '8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6.out_converted.csv'})"
815,0.09401709401709402,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv'})"
816,0.08547008547008547,"frozenset({'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv'})"
817,0.09544159544159544,"frozenset({'00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv'})"
818,0.08547008547008547,"frozenset({'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv'})"
819,0.08404558404558404,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv'})"
820,0.09401709401709402,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv'})"
821,0.08404558404558404,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', 'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv'})"
822,0.08974358974358974,"frozenset({'00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv'})"
823,0.08974358974358974,"frozenset({'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv'})"
824,0.09259259259259259,"frozenset({'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv'})"
825,0.08404558404558404,"frozenset({'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', 'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv'})"
826,0.09401709401709402,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv'})"
827,0.08404558404558404,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', 'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv'})"
828,0.08547008547008547,"frozenset({'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv'})"
829,0.08547008547008547,"frozenset({'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', 'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv'})"
830,0.08547008547008547,"frozenset({'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv'})"
831,0.08404558404558404,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv'})"
832,0.08404558404558404,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', 'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv'})"
833,0.08404558404558404,"frozenset({'df8262a8a7208da235127a10b07fa9b87de71eb2cc9667899da60ad255a90c76.out_converted.csv', 'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv'})"
834,0.08974358974358974,"frozenset({'fbba7bc092f8f36da650dde4e3b1af6f6ac656f054bfb20738b2f864bceb4d5a.out_converted.csv', '00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a.out_converted.csv', 'f414ae8a6c2e908d9f3408cba59423b1e67f2506bac0465acbdaa771e1c77286.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv'})"
835,0.1111111111111111,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv'})"
836,0.09401709401709402,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', 'b2617562e8abe0ed490725e51626cb5330d4e1c8a9b128e30958732bd96a77a8.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv'})"
837,0.10683760683760683,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv', 'c34523bce4a4730a1ce69a4ef0c961db845c43b17a8457b9e79c02914c1874de.out_converted.csv'})"
838,0.11396011396011396,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', 'c36050a2036ff0a1b42f9beb667914046a16071dfb6675424a56ea3874c686ff.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv'})"
839,0.0811965811965812,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '64ef1e8134f02ab53f0fb2c3e8fde3cd1f4186635643bfbda6db7d00fd2a4881.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', 'c36050a2036ff0a1b42f9beb667914046a16071dfb6675424a56ea3874c686ff.out_converted.csv'})"
840,0.09116809116809117,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', 'b2617562e8abe0ed490725e51626cb5330d4e1c8a9b128e30958732bd96a77a8.out_converted.csv'})"
841,0.10683760683760683,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', 'c34523bce4a4730a1ce69a4ef0c961db845c43b17a8457b9e79c02914c1874de.out_converted.csv'})"
842,0.12962962962962962,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', 'c36050a2036ff0a1b42f9beb667914046a16071dfb6675424a56ea3874c686ff.out_converted.csv'})"
843,0.09401709401709402,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', 'c7e39dfd0f42a9a8254bca7c4c20c393dce022fcb011fe7170af1538767d620f.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv'})"
844,0.09829059829059829,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', 'b2617562e8abe0ed490725e51626cb5330d4e1c8a9b128e30958732bd96a77a8.out_converted.csv', 'c34523bce4a4730a1ce69a4ef0c961db845c43b17a8457b9e79c02914c1874de.out_converted.csv'})"
845,0.10113960113960115,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', 'b2617562e8abe0ed490725e51626cb5330d4e1c8a9b128e30958732bd96a77a8.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', 'c36050a2036ff0a1b42f9beb667914046a16071dfb6675424a56ea3874c686ff.out_converted.csv'})"
846,0.1168091168091168,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', 'c36050a2036ff0a1b42f9beb667914046a16071dfb6675424a56ea3874c686ff.out_converted.csv', 'c34523bce4a4730a1ce69a4ef0c961db845c43b17a8457b9e79c02914c1874de.out_converted.csv'})"
847,0.09401709401709402,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', 'c7e39dfd0f42a9a8254bca7c4c20c393dce022fcb011fe7170af1538767d620f.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', 'c36050a2036ff0a1b42f9beb667914046a16071dfb6675424a56ea3874c686ff.out_converted.csv'})"
848,0.0811965811965812,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '1e48915f40bfdd75fb83e79779010336320af76411b9af9f0e68d361e63a2f60.out_converted.csv', 'c36050a2036ff0a1b42f9beb667914046a16071dfb6675424a56ea3874c686ff.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv'})"
849,0.08404558404558404,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '64ef1e8134f02ab53f0fb2c3e8fde3cd1f4186635643bfbda6db7d00fd2a4881.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv'})"
850,0.0811965811965812,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '64ef1e8134f02ab53f0fb2c3e8fde3cd1f4186635643bfbda6db7d00fd2a4881.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv', 'c34523bce4a4730a1ce69a4ef0c961db845c43b17a8457b9e79c02914c1874de.out_converted.csv'})"
851,0.08831908831908832,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '64ef1e8134f02ab53f0fb2c3e8fde3cd1f4186635643bfbda6db7d00fd2a4881.out_converted.csv', 'c36050a2036ff0a1b42f9beb667914046a16071dfb6675424a56ea3874c686ff.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv'})"
852,0.0868945868945869,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '64ef1e8134f02ab53f0fb2c3e8fde3cd1f4186635643bfbda6db7d00fd2a4881.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv'})"
853,0.09259259259259259,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', 'b2617562e8abe0ed490725e51626cb5330d4e1c8a9b128e30958732bd96a77a8.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv'})"
854,0.10541310541310542,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv', 'c34523bce4a4730a1ce69a4ef0c961db845c43b17a8457b9e79c02914c1874de.out_converted.csv'})"
855,0.12535612535612536,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', 'c36050a2036ff0a1b42f9beb667914046a16071dfb6675424a56ea3874c686ff.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv'})"
856,0.08404558404558404,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', 'c7e39dfd0f42a9a8254bca7c4c20c393dce022fcb011fe7170af1538767d620f.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv'})"
857,0.08974358974358974,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', 'fabfb91bec618ce6fc7d83331e6d01ff3256ef60e11a76dd3a7306442fb22f80.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv'})"
858,0.08974358974358974,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', 'fadc69995b9f837837595d73be8dce1bbccf0b709d0d8bb2cadf1c90b46763cf.out_converted.csv', '78f92857e18107872526feb1ae834edb9b7189df4a2129a4125a3dd8917f9983.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv'})"
859,0.09259259259259259,"frozenset({'04b5e29283c60fcc255f8d2f289238430a10624e457f12f1bc866454110830a2.out_converted.csv', 'b2617562e8abe0ed490725e51626cb5330d4e1c8a9b128e30958732bd96a77a8.out_converted.csv', '346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836.out_converted.csv', 'c34523bce4a4730a1ce69a4ef0c961db845c43b17a8457b9e79c02914c1874de.out_converted.csv'})"
